1    a0peysza                                 A T O M I C   M A S S   A D J U S T M E N T
0                                                     DATE 18 Nov 2003 TIME 14:12
0        *********************                               A=   0 TO 293
         * file : mass.mas03 *
         *********************

   This is one file out of a series of 3 files published in:
       "The Ame2003 atomic mass evaluation (II)"  by G.Audi, A.H.Wapstra and C.Thibault
           Nuclear Physics A729 p. 337-676, December 22, 2003.
                       for files : mass.mas03  atomic masses
                                   rct1.mas03  react and sep energies,  part 1
                                   rct2.mas03  react and sep energies,  part 2

   A fourth file  is the "Rounded" version of the atomic mass table (the first file)
                                   mass.mas03round  atomic masses "Rounded" version

   All files are 3179 lines long with 124 character per line.
       Headers are 39 lines long.

   Values in the files 1, 2 and 3 are exact (unrounded) copy of the published ones
   Values in the files 4          are exact             copy of the published ones

   col 1     :  Fortran character control: 1 = page feed  0 = line feed
   format    :  a1,i3,i5,i5,i5,1x,a3,a4,1x,f13.5,f11.5,f11.3,f9.3,1x,a2,f11.3,f9.3,1x,i3,1x,f12.5,f11.3,1x
                cc NZ  N  Z  A    el  o     mass  unc binding unc     B  beta  unc    atomic_mass   unc
   Warnings  :  this format is not identical to the one used in Ame1993 and Ame1995
                      in particular "Mass Excess" and "Atomic Mass" values are given now, when necessary,
                      with 5 digits after decimal point.
                      also, the "Binding Energy" column is replaced by a "Binding Energy per A" one.
                decimal point is replaced by # for (non-experimental) estimated values.
                * in place of value : not calculable

....+....1....+....2....+....3....+....4....+....5....+....6....+....7....+....8....+....9....+...10....+...11....+...12....

                                                               MASS LIST
                                                             for analysis

Data from NNDC sorted according N,Z, ElementName, MassExcess (keV), Binding Energy / A (keV)-Exp, Spin,Bind_Coul/A,Bind/A (RMF)
The table below is a combination of the NNDC files "mass.mass03" and "nubtab03.asc.mod.dat"

Two new columns added: binding energy from RMF Model with and without Coulomb field.
		       For nuclei heavier with A>39 an average of 10.5 MeV (14 MeV) is used in RMF-model.

  N    Z  Element  MassExcess(keV) BindEn/A(keV)    Spin       BindEn/A(keV)  BindEn/A (keV) - last two columns: RMF results
  21   22 43Ti    -29321.10352    8352.93262       3.5000   10500.00000   14000.00000
  20   23 43V     -18024.00000    8072.00000       3.5000   10500.00000   14000.00000
  19   24 43Cr     -2133.00000    7684.00000       1.5000   10500.00000   14000.00000
  30   14 44Si     32844.00000    7076.00000       0.0000   10500.00000   14000.00000
  28   16 44S      -9116.16797    7994.01318       0.0000   10500.00000   14000.00000
  26   18 44Ar    -32673.05273    8493.83594       0.0000   10500.00000   14000.00000
  25   19 44K     -35809.60547    8547.33984       2.0000   10500.00000   14000.00000
  24   20 44Ca    -41468.48047    8658.16992       0.0000   10500.00000   14000.00000
  23   21 44Sc    -37816.09375    8557.38086       2.0000   10500.00000   14000.00000
  22   22 44Ti    -37548.46094    8533.51758       0.0000   10500.00000   14000.00000
  21   23 44V     -24116.38086    8210.46289       2.0000   10500.00000   14000.00000
  20   24 44Cr    -13461.00000    7951.00000       0.0000   10500.00000   14000.00000
  19   25 44Mn      6399.00000    7481.00000       2.0000   10500.00000   14000.00000
  30   15 45P      17903.00000    7413.00000       0.5000   10500.00000   14000.00000
  29   16 45S      -3252.67212    7865.43115       1.5000   10500.00000   14000.00000
  28   17 45Cl    -18362.64648    8183.82324       1.5000   10500.00000   14000.00000
  27   18 45Ar    -29770.58984    8419.94727       0.5000   10500.00000   14000.00000
  26   19 45K     -36608.18750    8554.50781       1.5000   10500.00000   14000.00000
  25   20 45Ca    -40811.94922    8630.54004       3.5000   10500.00000   14000.00000
  24   21 45Sc    -41067.79297    8618.83984       3.5000   10500.00000   14000.00000
  23   22 45Ti    -39005.73828    8555.63086       3.5000   10500.00000   14000.00000
  22   23 45V     -31879.62891    8379.88672       3.5000   10500.00000   14000.00000
  21   24 45Cr    -18965.21875    8075.51514       3.5000   10500.00000   14000.00000
  20   25 45Mn     -5114.00000    7750.00000       3.5000   10500.00000   14000.00000
  19   26 45Fe     13579.00000    7318.00000       1.5000   10500.00000   14000.00000
  30   16 46S        699.00000    7784.00000       0.0000   10500.00000   14000.00000
  28   18 46Ar    -29720.12695    8411.27148       0.0000   10500.00000   14000.00000
  27   19 46K     -35418.32422    8518.13672       2.0000   10500.00000   14000.00000
  26   20 46Ca    -43135.07812    8668.88477       0.0000   10500.00000   14000.00000
  25   21 46Sc    -41757.11328    8621.92188       4.0000   10500.00000   14000.00000
  24   22 46Ti    -44123.42188    8656.35645       0.0000   10500.00000   14000.00000
  23   23 46V     -37073.01172    8486.07910       0.0000   10500.00000   14000.00000
  22   24 46Cr    -29473.74219    8303.87012       0.0000   10500.00000   14000.00000
  21   25 46Mn    -12370.00000    7915.00000       4.0000   10500.00000   14000.00000
  20   26 46Fe       755.00000    7613.00000       0.0000   10500.00000   14000.00000
  31   16 47S       8002.00000    7635.00000       1.5000   10500.00000   14000.00000
  30   17 47Cl    -10517.00000    8012.00000       1.5000   10500.00000   14000.00000
  29   18 47Ar    -25907.83594    8322.92578       1.5000   10500.00000   14000.00000
  28   19 47K     -35696.27344    8514.54395       0.5000   10500.00000   14000.00000
  27   20 47Ca    -42340.12109    8639.25684       3.5000   10500.00000   14000.00000
  26   21 47Sc    -44332.12109    8664.99512       3.5000   10500.00000   14000.00000
  25   22 47Ti    -44932.39453    8661.12109       2.5000   10500.00000   14000.00000
  24   23 47V     -42002.05078    8582.12695       1.5000   10500.00000   14000.00000
  23   24 47Cr    -34558.38672    8407.10645       1.5000   10500.00000   14000.00000
  22   25 47Mn    -22263.00000    8129.00000       2.5000   10500.00000   14000.00000
  21   26 47Fe     -6623.00000    7779.00000       3.5000   10500.00000   14000.00000
  20   27 47Co     10703.00000    7394.00000       3.5000   10500.00000   14000.00000
  32   16 48S      13199.00000    7536.00000       0.0000   10500.00000   14000.00000
  30   18 48Ar    -23716.00000    8272.00000       0.0000   10500.00000   14000.00000
  29   19 48K     -32123.93555    8430.88672       2.0000   10500.00000   14000.00000
  28   20 48Ca    -44214.12891    8666.46680       0.0000   10500.00000   14000.00000
  27   21 48Sc    -44496.10156    8656.04297       6.0000   10500.00000   14000.00000
  26   22 48Ti    -48487.72656    8722.90332       0.0000   10500.00000   14000.00000
  25   23 48V     -44475.38672    8623.01270       4.0000   10500.00000   14000.00000
  24   24 48Cr    -42819.17969    8572.20996       0.0000   10500.00000   14000.00000
  23   25 48Mn    -29323.43164    8274.75000       4.0000   10500.00000   14000.00000
  22   26 48Fe    -18160.00000    8026.00000       0.0000   10500.00000   14000.00000
  21   27 48Co      1639.00000    7597.00000       6.0000   10500.00000   14000.00000
  20   28 48Ni     18397.00000    7232.00000       0.0000   10500.00000   14000.00000
  33   16 49S      22001.00000    7367.00000       1.5000   10500.00000   14000.00000
  32   17 49Cl       298.00000    7794.00000       1.5000   10500.00000   14000.00000
  31   18 49Ar    -18146.00000    8154.00000       1.5000   10500.00000   14000.00000
  30   19 49K     -30319.26562    8386.71875       1.5000   10500.00000   14000.00000
  29   20 49Ca    -41289.26562    8594.62988       1.5000   10500.00000   14000.00000
  28   21 49Sc    -46552.36719    8686.07422       3.5000   10500.00000   14000.00000
  27   22 49Ti    -48558.80078    8711.05469       3.5000   10500.00000   14000.00000
  26   23 49V     -47956.94141    8682.80566       3.5000   10500.00000   14000.00000
  25   24 49Cr    -45330.48438    8613.23926       2.5000   10500.00000   14000.00000
  24   25 49Mn    -37615.58594    8439.82617       2.5000   10500.00000   14000.00000
  23   26 49Fe    -24582.00000    8158.00000       3.5000   10500.00000   14000.00000
  22   27 49Co     -9576.00000    7836.00000       3.5000   10500.00000   14000.00000
  21   28 49Ni      8998.00000    7441.00000       3.5000   10500.00000   14000.00000
  32   18 50Ar    -14503.00000    8080.00000       0.0000   10500.00000   14000.00000
  31   19 50K     -25352.14062    8281.06836       0.0000   10500.00000   14000.00000
  30   20 50Ca    -39570.83203    8549.79492       0.0000   10500.00000   14000.00000
  29   21 50Sc    -44536.88672    8633.46875       5.0000   10500.00000   14000.00000
  28   22 50Ti    -51426.67188    8755.61816       0.0000   10500.00000   14000.00000
  27   23 50V     -49221.55469    8695.86914       6.0000   10500.00000   14000.00000
  26   24 50Cr    -50259.50000    8700.98145       0.0000   10500.00000   14000.00000
  25   25 50Mn    -42626.81250    8532.67969       0.0000   10500.00000   14000.00000
  24   26 50Fe    -34475.53906    8354.00781       0.0000   10500.00000   14000.00000
  23   27 50Co    -17195.00000    7993.00000       6.0000   10500.00000   14000.00000
  22   28 50Ni     -3791.00000    7709.00000       0.0000   10500.00000   14000.00000
  34   17 51Cl     13497.00000    7546.00000       1.5000   10500.00000   14000.00000
  33   18 51Ar     -7797.00000    7948.00000       1.5000   10500.00000   14000.00000
  32   19 51K     -22002.00000    8211.00000       1.5000   10500.00000   14000.00000
  31   20 51Ca    -35863.25000    8467.71582       1.5000   10500.00000   14000.00000
  30   21 51Sc    -43218.18359    8596.58984       3.5000   10500.00000   14000.00000
  29   22 51Ti    -49727.84766    8708.88965       1.5000   10500.00000   14000.00000
  28   23 51V     -52201.38281    8742.05078       3.5000   10500.00000   14000.00000
  27   24 51Cr    -51448.80859    8711.95410       3.5000   10500.00000   14000.00000
  26   25 51Mn    -48241.33984    8633.72266       2.5000   10500.00000   14000.00000
  25   26 51Fe    -40222.33984    8461.14746       2.5000   10500.00000   14000.00000
  24   27 51Co    -27274.00000    8192.00000       3.5000   10500.00000   14000.00000
  23   28 51Ni    -11439.00000    7866.00000       3.5000   10500.00000   14000.00000
  34   18 52Ar     -2999.00000    7858.00000       0.0000   10500.00000   14000.00000
  33   19 52K     -16199.00000    8097.00000       2.0000   10500.00000   14000.00000
  32   20 52Ca    -32509.14062    8395.58984       0.0000   10500.00000   14000.00000
  31   21 52Sc    -40356.53906    8531.45703       3.0000   10500.00000   14000.00000
  30   22 52Ti    -49464.83594    8691.57129       0.0000   10500.00000   14000.00000
  29   23 52V     -51441.30859    8714.53516       3.0000   10500.00000   14000.00000
  28   24 52Cr    -55416.93359    8775.94434       0.0000   10500.00000   14000.00000
  27   25 52Mn    -50705.44531    8670.29395       6.0000   10500.00000   14000.00000
  26   26 52Fe    -48331.61328    8609.59766       0.0000   10500.00000   14000.00000
  25   27 52Co    -33916.00000    8317.00000       6.0000   10500.00000   14000.00000
  24   28 52Ni    -22654.00000    8086.00000       0.0000   10500.00000   14000.00000
  23   29 52Cu     -2627.00000    7686.00000       3.0000   10500.00000   14000.00000
  35   18 53Ar      4602.00000    7719.00000       2.5000   10500.00000   14000.00000
  34   19 53K     -11998.00000    8017.00000       1.5000   10500.00000   14000.00000
  33   20 53Ca    -27898.00000    8302.00000       1.5000   10500.00000   14000.00000
  32   21 53Sc    -37623.00000    8471.00000       3.5000   10500.00000   14000.00000
  31   22 53Ti    -46828.83984    8630.13184       1.5000   10500.00000   14000.00000
  30   23 53V     -51848.83984    8710.08789       3.5000   10500.00000   14000.00000
  29   24 53Cr    -55284.74219    8760.15527       1.5000   10500.00000   14000.00000
  28   25 53Mn    -54687.90234    8734.13281       3.5000   10500.00000   14000.00000
  27   26 53Fe    -50945.32422    8648.75684       3.5000   10500.00000   14000.00000
  26   27 53Co    -42644.82422    8477.38184       3.5000   10500.00000   14000.00000
  25   28 53Ni    -29370.00000    8212.00000       3.5000   10500.00000   14000.00000
  24   29 53Cu    -13460.00000    7897.00000       1.5000   10500.00000   14000.00000
  35   19 54K      -5403.00000    7896.00000       2.0000   10500.00000   14000.00000
  34   20 54Ca    -23893.00000    8224.00000       0.0000   10500.00000   14000.00000
  33   21 54Sc    -34218.83984    8400.75293       3.0000   10500.00000   14000.00000
  32   22 54Ti    -45594.39453    8596.92383       0.0000   10500.00000   14000.00000
  31   23 54V     -49890.95312    8662.00195       3.0000   10500.00000   14000.00000
  30   24 54Cr    -56932.54688    8777.91406       0.0000   10500.00000   14000.00000
  29   25 54Mn    -55555.37109    8737.92285       3.0000   10500.00000   14000.00000
  28   26 54Fe    -56252.45703    8736.34375       0.0000   10500.00000   14000.00000
  27   27 54Co    -48009.53906    8569.20898       0.0000   10500.00000   14000.00000
  26   28 54Ni    -39210.77734    8391.78125       0.0000   10500.00000   14000.00000
  25   29 54Cu    -21694.00000    8053.00000       3.0000   10500.00000   14000.00000
  24   30 54Zn     -6567.00000    7758.00000       0.0000   10500.00000   14000.00000
  36   19 55K       -270.00000    7806.00000       1.5000   10500.00000   14000.00000
  35   20 55Ca    -18118.00000    8116.00000       2.5000   10500.00000   14000.00000
  34   21 55Sc    -29580.57031    8310.43164       3.5000   10500.00000   14000.00000
  33   22 55Ti    -41670.33203    8516.02148       1.5000   10500.00000   14000.00000
  32   23 55V     -49151.49219    8637.81738       3.5000   10500.00000   14000.00000
  31   24 55Cr    -55107.49219    8731.88379       1.5000   10500.00000   14000.00000
  30   25 55Mn    -57710.57812    8764.98828       2.5000   10500.00000   14000.00000
  29   26 55Fe    -57479.36719    8746.55957       1.5000   10500.00000   14000.00000
  28   27 55Co    -54027.55859    8669.57520       3.5000   10500.00000   14000.00000
  27   28 55Ni    -45335.57812    8497.31543       3.5000   10500.00000   14000.00000
  26   29 55Cu    -31624.00000    8234.00000       1.5000   10500.00000   14000.00000
  25   30 55Zn    -14923.00000    7916.00000       2.5000   10500.00000   14000.00000
  36   20 56Ca    -13441.00000    8032.00000       0.0000   10500.00000   14000.00000
  35   21 56Sc    -25271.00000    8229.00000       3.0000   10500.00000   14000.00000
  34   22 56Ti    -38936.78516    8459.26562       0.0000   10500.00000   14000.00000
  33   23 56V     -46080.10938    8572.85547       1.0000   10500.00000   14000.00000
  32   24 56Cr    -55281.24609    8723.19141       0.0000   10500.00000   14000.00000
  31   25 56Mn    -56909.71094    8738.29980       3.0000   10500.00000   14000.00000
  30   26 56Fe    -60605.35156    8790.32324       0.0000   10500.00000   14000.00000
  29   27 56Co    -56039.35156    8694.81738       4.0000   10500.00000   14000.00000
  28   28 56Ni    -53903.67578    8642.70898       0.0000   10500.00000   14000.00000
  27   29 56Cu    -38601.00000    8355.00000       4.0000   10500.00000   14000.00000
  26   30 56Zn    -25728.00000    8112.00000       0.0000   10500.00000   14000.00000
  25   31 56Ga     -4741.00000    7723.00000       3.0000   10500.00000   14000.00000
  37   20 57Ca     -7120.00000    7922.00000       2.5000   10500.00000   14000.00000
  36   21 57Sc    -20688.00000    8146.00000       3.5000   10500.00000   14000.00000
  35   22 57Ti    -33543.90234    8357.84766       2.5000   10500.00000   14000.00000
  34   23 57V     -44188.74219    8530.87402       1.5000   10500.00000   14000.00000
  33   24 57Cr    -52524.14062    8663.38379       1.5000   10500.00000   14000.00000
  32   25 57Mn    -57486.80078    8736.72266       2.5000   10500.00000   14000.00000
  31   26 57Fe    -60180.12891    8770.24902       0.5000   10500.00000   14000.00000
  30   27 57Co    -59344.20312    8741.85840       3.5000   10500.00000   14000.00000
  29   28 57Ni    -56081.96875    8670.90137       1.5000   10500.00000   14000.00000
  28   29 57Cu    -47309.57422    8503.27441       1.5000   10500.00000   14000.00000
  27   30 57Zn    -32800.00000    8235.00000       3.5000   10500.00000   14000.00000
  26   31 57Ga    -15901.00000    7925.00000       0.5000   10500.00000   14000.00000
  37   21 58Sc    -15174.00000    8050.00000       3.0000   10500.00000   14000.00000
  36   22 58Ti    -30767.00000    8305.00000       0.0000   10500.00000   14000.00000
  35   23 58V     -40208.74219    8454.33008       3.0000   10500.00000   14000.00000
  34   24 58Cr    -51834.72656    8641.29004       0.0000   10500.00000   14000.00000
  33   25 58Mn    -55906.82812    8698.00977       1.0000   10500.00000   14000.00000
  32   26 58Fe    -62153.41797    8792.22070       0.0000   10500.00000   14000.00000
  31   27 58Co    -59845.86719    8738.94727       2.0000   10500.00000   14000.00000
  30   28 58Ni    -60227.69531    8732.04102       0.0000   10500.00000   14000.00000
  29   29 58Cu    -51662.05469    8570.86914       1.0000   10500.00000   14000.00000
  28   30 58Zn    -42297.69531    8395.92578       0.0000   10500.00000   14000.00000
  27   31 58Ga    -23986.00000    8067.00000       2.0000   10500.00000   14000.00000
  26   32 58Ge     -8374.00000    7784.00000       0.0000   10500.00000   14000.00000
  38   21 59Sc    -10042.00000    7963.00000       3.5000   10500.00000   14000.00000
  37   22 59Ti    -25216.00000    8207.00000       2.5000   10500.00000   14000.00000
  36   23 59V     -37066.56250    8394.58105       3.5000   10500.00000   14000.00000
  35   24 59Cr    -47891.48828    8564.79492       2.5000   10500.00000   14000.00000
  34   25 59Mn    -55479.56250    8680.14648       2.5000   10500.00000   14000.00000
  33   26 59Fe    -60663.11328    8754.74316       1.5000   10500.00000   14000.00000
  32   27 59Co    -62228.41016    8768.01270       3.5000   10500.00000   14000.00000
  31   28 59Ni    -61155.64844    8736.57031       1.5000   10500.00000   14000.00000
  30   29 59Cu    -56357.22266    8641.98145       1.5000   10500.00000   14000.00000
  29   30 59Zn    -47260.50000    8474.53906       1.5000   10500.00000   14000.00000
  28   31 59Ga    -34121.00000    8239.00000       1.5000   10500.00000   14000.00000
  27   32 59Ge    -17000.00000    7935.00000       3.5000   10500.00000   14000.00000
  39   21 60Sc     -3996.00000    7864.00000       3.0000   10500.00000   14000.00000
  38   22 60Ti    -21648.00000    8145.00000       0.0000   10500.00000   14000.00000
  37   23 60V     -32577.26758    8314.37207       3.0000   10500.00000   14000.00000
  36   24 60Cr    -46503.87500    8533.44336       0.0000   10500.00000   14000.00000
  35   25 60Mn    -53177.83203    8631.63672       0.0000   10500.00000   14000.00000
  34   26 60Fe    -61411.83203    8755.83105       0.0000   10500.00000   14000.00000
  33   27 60Co    -61649.01172    8746.74512       5.0000   10500.00000   14000.00000
  32   28 60Ni    -64472.07812    8780.75684       0.0000   10500.00000   14000.00000
  31   29 60Cu    -58344.09766    8665.58496       2.0000   10500.00000   14000.00000
  30   30 60Zn    -54187.76953    8583.27344       0.0000   10500.00000   14000.00000
  29   31 60Ga    -39998.00000    8334.00000       2.0000   10500.00000   14000.00000
  28   32 60Ge    -27768.00000    8117.00000       0.0000   10500.00000   14000.00000
  27   33 60As     -6399.00000    7748.00000       5.0000   10500.00000   14000.00000
  39   22 61Ti    -15649.00000    8046.00000       0.5000   10500.00000   14000.00000
  38   23 61V     -29361.00000    8258.00000       3.5000   10500.00000   14000.00000
  37   24 61Cr    -42180.65234    8454.99512       2.5000   10500.00000   14000.00000
  36   25 61Mn    -51555.73438    8595.85938       2.5000   10500.00000   14000.00000
  35   26 61Fe    -58921.39062    8703.78223       1.5000   10500.00000   14000.00000
  34   27 61Co    -62898.42188    8756.15430       3.5000   10500.00000   14000.00000
